,,"US dollar/
Dollar 
SAM

","Japanese Yen/
Yen na Seapáine
",Bulgarian lev/Lev na Bulgáire,"Czech Koruna/
Koruna na Seice
","Danish krone/
Coróin na Danmhairge","Estonian Kroon/
Kroon na hEastóine","Israeli Shekel/
Shekel Iosraelach","Pound Sterling/
Punt Steirling","Hungarian Forint/
Forint na hUngáire","Lithuanian Litas/
Litas na Liotuáine
","Latvian lats/
Lats na Laitvia","Polish Zloty/
Zloty na Polainne","New Romanian Leu /
Leu nua na Rómáine","Swedish Krona/
Coróin na Sualainne","Slovak Koruna/
Koruna Slovakian","Swiss Franc/
Franc na hEilvéise","Icelandic Krona/
Coróin na hÍoslainne
","Norwegian Krone/
Coróin na hIorua","Croatian Kuna/
Kuna na Cróite","Russian Rouble/
Rouble na Rúise","New Turkish Lira/
Lira nua na Tuirce","Australian dollar/
Dollar na hAstráile","Brasilian Real/
Real na Brasaíle","Canadian Dollar/
Dollar Cheanada","Chinese Yuan Renminbi/
Yuan Renminbi na Síne","Hong Kong Dollar/
Dollar Hong Kong","Indonesian Rupiah/
Rupiah na hIndinéise","Indian Rupee/
Rupee na hIndia","South Korean Won/
Won na Cóiré Theas","Mexican Peso/
Peso na Meicsiceo","Malaysian Ringgit/
Ringgit na Malaeisia","New Zealand Dollar/
Dollar na Nua-Shéalainne","Philippine Peso/
Peso na nOileán Filipíneach","Singapore Dollar/
Dollar Singeapóir","Thai Baht/
Baht na Téalainne","South African Rand/
Rand na hAfraice Theas"
,,USD,JPY,BGN,CZK,DKK,EEK,ILS,GBP,HUF,LTL,LVL,PLN,RON,SEK,SKK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR
,4 May 17,1.0927,123.31,1.9558,26.767,7.4365,,3.9546,0.84765,312.05,,,4.2107,4.5460,9.6438,,1.0843,N/A,9.4803,7.4490,63.3428,3.8910,1.4773,3.4822,1.5010,7.5350,8.5040,14562.96,70.1360,1241.17,20.7386,4.7287,1.5925,54.584,1.5293,37.840,14.7991
,5 May 17,1.0961,123.29,1.9558,26.781,7.4369,,3.9501,0.84710,311.47,,,4.2173,4.5470,9.6865,,1.0839,N/A,9.5023,7.4330,64.1600,3.9054,1.4832,3.4917,1.5094,7.5655,8.5312,14611.01,70.5650,1251.13,20.8874,4.7543,1.5911,54.782,1.5402,38.046,14.8898
,8 May 17,1.0938,123.10,1.9558,26.712,7.4387,,3.9430,0.84465,311.24,,,4.2011,4.5488,9.6590,,1.0878,N/A,9.4465,7.4180,63.6825,3.8985,1.4791,3.4896,1.4986,7.5513,8.5152,14557.93,70.3455,1239.29,20.8324,4.7425,1.5802,54.567,1.5368,37.922,14.8494
,9 May 17,1.0888,124.04,1.9558,26.672,7.4395,,3.9234,0.84300,311.73,,,4.2223,4.5500,9.6698,,1.0938,N/A,9.4138,7.4238,63.4665,3.9148,1.4809,3.4730,1.4921,7.5201,8.4755,14535.48,70.3975,1238.96,20.8766,4.7330,1.5788,54.409,1.5362,37.852,14.8785
,10 May 17,1.0882,123.84,1.9558,26.642,7.4409,,3.9183,0.83985,310.59,,,4.2180,4.5495,9.6990,,1.0949,N/A,9.4435,7.4215,62.9593,3.9057,1.4740,3.4440,1.4905,7.5116,8.4728,14535.63,70.2390,1234.98,20.7574,4.7304,1.5671,54.314,1.5348,37.826,14.6798
,11 May 17,1.0860,123.69,1.9558,26.598,7.4401,,3.9220,0.84485,310.57,,,4.2242,4.5490,9.6478,,1.0952,N/A,9.3330,7.4320,62.0650,3.8921,1.4737,3.4363,1.4906,7.4957,8.4594,14490.50,69.9060,1225.56,20.6050,4.7225,1.5862,54.176,1.5292,37.740,14.5157
,12 May 17,1.0876,123.82,1.9558,26.576,7.4402,,3.9203,0.84588,310.24,,,4.2170,4.5450,9.6673,,1.0963,N/A,9.3665,7.4225,62.3148,3.9038,1.4731,3.4227,1.4941,7.5047,8.4761,14497.16,69.9395,1226.52,20.5521,4.7243,1.5892,54.087,1.5314,37.778,14.6336
,15 May 17,1.0972,124.45,1.9558,26.471,7.4395,,3.9466,0.84928,309.17,,,4.2089,4.5503,9.6733,,1.0944,N/A,9.3325,7.4332,61.7094,3.9020,1.4741,3.4065,1.4931,7.5629,8.5440,14591.66,70.2725,1225.57,20.5020,4.7489,1.5875,54.463,1.5342,37.903,14.4818
,16 May 17,1.1059,125.67,1.9558,26.420,7.4394,,3.9874,0.85868,309.54,,,4.1984,4.5478,9.7215,,1.0958,N/A,9.3918,7.4303,62.3000,3.9330,1.4920,3.4316,1.5058,7.6185,8.6143,14709.02,70.8505,1234.76,20.6886,4.7791,1.6090,54.898,1.5457,38.187,14.5287
,17 May 17,1.1117,124.82,1.9558,26.435,7.4403,,4.0040,0.85745,309.42,,,4.1867,4.5584,9.7573,,1.0923,N/A,9.3708,7.4313,63.0276,3.9472,1.5014,3.4446,1.5136,7.6552,8.6573,14798.95,71.2610,1244.79,20.7537,4.8059,1.6130,55.247,1.5500,38.370,14.5533
,18 May 17,1.1129,123.05,1.9558,26.632,7.4414,,4.0115,0.85363,310.69,,,4.2232,4.5683,9.7655,,1.0874,N/A,9.4113,7.4540,64.5335,4.0461,1.4957,3.4888,1.5183,7.6698,8.6615,14986.31,72.3908,1260.82,21.2750,4.8273,1.6057,55.648,1.5491,38.389,15.0561
,19 May 17,1.1179,124.35,1.9558,26.503,7.4411,,4.0087,0.85908,309.60,,,4.2005,4.5602,9.7893,,1.0921,N/A,9.3923,7.4390,63.7810,4.0275,1.5031,3.7227,1.5169,7.7015,8.6999,14881.48,72.2020,1251.53,20.9378,4.8310,1.6227,55.564,1.5509,38.422,14.8274
,22 May 17,1.1243,125.18,1.9558,26.488,7.4432,,4.0269,0.86353,308.65,,,4.1927,4.5609,9.7895,,1.0911,N/A,9.3723,7.4415,63.7417,4.0027,1.5049,3.7029,1.5174,7.7457,8.7533,14926.00,72.5570,1256.08,20.9641,4.8395,1.6120,55.863,1.5581,38.642,14.8198
,23 May 17,1.1215,124.62,1.9558,26.483,7.4440,,4.0229,0.86463,308.48,,,4.1980,4.5543,9.7403,,1.0912,N/A,9.3760,7.4323,63.3563,3.9971,1.4939,3.6718,1.5104,7.7277,8.7337,14916.24,72.7795,1260.51,20.8753,4.8152,1.5929,55.832,1.5569,38.557,14.8080
,24 May 17,1.1193,125.15,1.9558,26.463,7.4415,,4.0179,0.86340,308.11,,,4.1867,4.5511,9.7418,,1.0929,N/A,9.3843,7.4280,63.1545,3.9924,1.4970,3.6442,1.5109,7.7119,8.7182,14896.20,72.4575,1256.70,20.7940,4.8052,1.5908,55.944,1.5539,38.454,14.4977
,25 May 17,1.1214,125.33,1.9558,26.413,7.4409,,4.0111,0.86528,307.93,,,4.1793,4.5500,9.7275,,1.0904,N/A,9.3330,7.4305,63.1321,3.9967,1.5022,3.6660,1.5063,7.7018,8.7372,14911.26,72.4450,1255.74,20.6324,4.7979,1.5944,55.924,1.5525,38.363,14.4605
,26 May 17,1.1196,124.38,1.9558,26.434,7.4415,,4.0008,0.87190,307.40,,,4.1830,4.5568,9.7275,,1.0888,N/A,9.4018,7.4240,63.7967,3.9963,1.5038,3.6609,1.5077,7.6782,8.7249,14891.55,72.2175,1251.82,20.6839,4.7790,1.5856,55.729,1.5479,38.122,14.4108
,29 May 17,1.1188,124.57,1.9558,26.435,7.4405,,3.9968,0.87093,307.84,,,4.1797,4.5638,9.7248,,1.0900,N/A,9.4065,7.4135,63.3437,4.0022,1.5045,3.6538,1.5053,7.6714,8.7202,14896.82,72.2050,1254.24,20.7083,4.7775,1.5792,55.713,1.5489,38.168,14.4857
,30 May 17,1.1173,123.97,1.9558,26.467,7.4396,,3.9683,0.86793,308.63,,,4.1760,4.5660,9.7688,,1.0903,N/A,9.4398,7.4195,63.2618,3.9738,1.4992,3.6509,1.5048,7.6597,8.7070,14886.35,72.2415,1255.99,20.7350,4.7829,1.5799,55.634,1.5484,38.133,14.6891
,31 May 17,1.1221,124.40,1.9558,26.422,7.4398,,3.9757,0.87365,307.20,,,4.1712,4.5655,9.7558,,1.0896,N/A,9.4388,7.4135,63.7056,3.9684,1.5054,3.6485,1.5108,7.6449,8.7421,14932.91,72.3340,1255.01,21.0559,4.8037,1.5789,55.847,1.5518,38.230,14.7374
,1 Jun 17,1.1219,124.53,1.9558,26.397,7.4394,,3.9840,0.87230,307.55,,,4.1830,4.5685,9.7760,,1.0883,N/A,9.4895,7.4130,63.5329,3.9715,1.5182,3.6135,1.5155,7.6389,8.7419,14932.49,72.3235,1258.40,20.9199,4.8107,1.5870,55.776,1.5525,38.313,14.6408
,2 Jun 17,1.1217,125.02,1.9558,26.360,7.4392,,3.9938,0.87268,308.45,,,4.1925,4.5653,9.7433,,1.0893,N/A,9.4918,7.4113,63.4621,3.9601,1.5173,3.6308,1.5169,7.6507,8.7413,14930.95,72.2855,1259.95,20.8982,4.8014,1.5811,55.553,1.5552,38.306,14.4367
,5 Jun 17,1.1249,124.30,1.9558,26.327,7.4398,,3.9923,0.87130,307.22,,,4.1838,4.5698,9.7448,,1.0856,N/A,9.4890,7.4008,63.7150,3.9562,1.5040,3.6660,1.5174,7.6553,8.7651,14945.42,72.4020,1258.29,20.6918,4.7960,1.5769,55.585,1.5541,38.280,14.3317
,6 Jun 17,1.1258,123.12,1.9558,26.336,7.4384,,3.9922,0.87230,307.66,,,4.1992,4.5660,9.7503,,1.0851,N/A,9.5158,7.4065,63.8407,3.9736,1.5040,3.7117,1.5170,7.6491,8.7751,14967.28,72.5835,1261.08,20.6935,4.8032,1.5694,55.745,1.5553,38.221,14.4651
,7 Jun 17,1.1217,122.78,1.9558,26.316,7.4387,,3.9772,0.86908,308.66,,,4.1913,4.5703,9.7953,,1.0843,N/A,9.5023,7.4058,63.5152,3.9747,1.4845,3.6694,1.5085,7.6253,8.7422,14919.73,72.1780,1261.41,20.4388,4.7790,1.5599,55.573,1.5499,38.166,14.4307
,8 Jun 17,1.1229,123.77,1.9558,26.268,7.4383,,3.9704,0.86755,308.01,,,4.2065,4.5665,9.7885,,1.0856,N/A,9.5233,7.4228,64.0135,3.9865,1.4894,3.6852,1.5175,7.6332,8.7551,14932.32,72.1365,1261.42,20.4700,4.7931,1.5575,55.624,1.5525,38.220,14.4476
,9 Jun 17,1.1176,123.44,1.9558,26.223,7.4378,,3.9387,0.87638,307.32,,,4.1903,4.5628,9.7615,,1.0863,N/A,9.5218,7.4150,63.6657,3.9444,1.4837,3.6476,1.5098,7.5962,8.7136,14862.96,71.8000,1256.54,20.3526,4.7666,1.5520,55.332,1.5469,38.077,14.4002
,12 Jun 17,1.1221,123.30,1.9558,26.198,7.4367,,3.9644,0.88545,307.18,,,4.1899,4.5620,9.7803,,1.0857,N/A,9.4985,7.4115,63.9585,3.9459,1.4875,3.6840,1.5078,7.6284,8.7510,14921.69,72.3080,1270.17,20.3762,4.7858,1.5583,55.624,1.5531,38.219,14.3757
,13 Jun 17,1.1217,123.43,1.9558,26.147,7.4365,,3.9549,0.88075,306.97,,,4.1936,4.5662,9.7443,,1.0850,N/A,9.4540,7.4085,63.8205,3.9519,1.4880,3.7045,1.4892,7.6245,8.7489,14904.08,72.1930,1265.98,20.3188,4.7812,1.5528,55.510,1.5501,38.048,14.3297
,14 Jun 17,1.1203,123.58,1.9558,26.163,7.4363,,3.9541,0.87960,306.39,,,4.1967,4.5664,9.7448,,1.0874,N/A,9.4140,7.3995,63.9450,3.9362,1.4778,3.7027,1.4796,7.6147,8.7392,14880.38,72.0350,1260.45,20.2078,4.7702,1.5453,55.465,1.5457,38.023,14.2697
,15 Jun 17,1.1166,122.95,1.9558,26.213,7.4360,,3.9332,0.87640,307.79,,,4.2122,4.5893,9.7278,,1.0874,N/A,9.4718,7.4050,64.3175,3.9266,1.4722,3.6559,1.4826,7.5985,8.7118,14871.15,72.1420,1263.07,20.1825,4.7651,1.5505,55.657,1.5444,37.953,14.3723
,16 Jun 17,1.1167,124.33,1.9558,26.233,7.4361,,3.9390,0.87453,307.91,,,4.2184,4.5835,9.7370,,1.0885,N/A,9.4615,7.3995,64.2300,3.9225,1.4683,3.6681,1.4766,7.6089,8.7108,14849.32,71.9515,1265.35,20.0887,4.7756,1.5441,55.614,1.5457,37.923,14.3831
,19 Jun 17,1.1199,124.26,1.9558,26.172,7.4371,,3.9448,0.87518,307.09,,,4.2125,4.5901,9.7443,,1.0870,N/A,9.4518,7.4148,65.1757,3.9297,1.4705,3.6957,1.4827,7.6342,8.7350,14872.95,72.1465,1269.76,20.1198,4.7904,1.5411,56.012,1.5483,38.009,14.5349
,20 Jun 17,1.1156,124.25,1.9558,26.293,7.4378,,3.9482,0.88143,309.13,,,4.2306,4.5988,9.7575,,1.0854,N/A,9.4930,7.4175,66.2746,3.9450,1.4674,3.6845,1.4812,7.6159,8.7015,14830.34,71.9705,1271.75,20.2098,4.7850,1.5414,55.902,1.5482,37.919,14.6166
,21 Jun 17,1.1147,124.21,1.9558,26.266,7.4403,,3.9470,0.87810,309.13,,,4.2368,4.5900,9.7808,,1.0857,N/A,9.5158,7.4165,66.2425,3.9311,1.4738,3.7028,1.4803,7.6091,8.6954,14833.90,71.9005,1273.11,20.2564,4.7793,1.5402,56.053,1.5487,37.900,14.5255
,22 Jun 17,1.1169,124.27,1.9558,26.270,7.4388,,3.9584,0.88168,309.22,,,4.2402,4.5823,9.7683,,1.0867,N/A,9.4855,7.4215,66.7825,3.9277,1.4812,3.7164,1.4853,7.6323,8.7127,14885.48,72.1515,1275.96,20.2844,4.8021,1.5395,56.234,1.5529,37.975,14.5204
,23 Jun 17,1.1173,124.36,1.9558,26.297,7.4372,,3.9572,0.87805,309.13,,,4.2320,4.5715,9.7700,,1.0851,N/A,9.4613,7.4030,66.6677,3.9235,1.4764,3.7293,1.4783,7.6413,8.7147,14865.68,72.1025,1271.16,20.1620,4.7910,1.5345,56.117,1.5496,37.927,14.4531
,26 Jun 17,1.1187,124.93,1.9558,26.243,7.4364,,3.9501,0.87830,309.48,,,4.2108,4.5749,9.7618,,1.0881,N/A,9.4788,7.4126,66.0390,3.9244,1.4771,3.7259,1.4812,7.6541,8.7254,14882.47,72.0980,1271.44,20.0412,4.7970,1.5371,56.151,1.5533,38.008,14.4089
,27 Jun 17,1.1278,126.16,1.9558,26.270,7.4357,,3.9663,0.88370,309.40,,,4.2151,4.5635,9.7678,,1.0883,N/A,9.5200,7.4070,66.5530,3.9525,1.4819,3.7216,1.4895,7.6853,8.7972,15007.64,72.7545,1283.79,20.1288,4.8360,1.5431,56.653,1.5626,38.289,14.5572
,28 Jun 17,1.1375,127.53,1.9558,26.326,7.4366,,4.0040,0.88525,309.54,,,4.2375,4.5510,9.7780,,1.0913,N/A,9.6020,7.4128,67.9014,4.0079,1.4986,3.7632,1.4888,7.7348,8.8759,15160.03,73.4345,1300.61,20.4344,4.8922,1.5648,57.518,1.5752,38.675,14.8080
,29 Jun 17,1.1413,128.59,1.9558,26.300,7.4367,,3.9894,0.87990,310.06,,,4.2489,4.5744,9.7215,,1.0935,N/A,9.5700,7.4125,67.3005,4.0143,1.4868,3.7476,1.4867,7.7412,8.9107,15216.95,73.7130,1304.08,20.4700,4.9002,1.5651,57.706,1.5751,38.787,14.8261
,30 Jun 17,1.1412,127.75,1.9558,26.197,7.4366,,3.9888,0.87933,308.97,,,4.2259,4.5523,9.6398,,1.0930,N/A,9.5713,7.4103,67.5449,4.0134,1.4851,3.7600,1.4785,7.7385,8.9068,15209.34,73.7445,1304.56,20.5839,4.8986,1.5554,57.575,1.5710,38.744,14.9200
,3 Jul 17,1.1369,128.46,1.9558,26.140,7.4366,,3.9768,0.87705,309.25,,,4.2355,4.5634,9.6358,,1.0943,N/A,9.5065,7.4215,67.4684,4.0322,1.4848,3.7737,1.4755,7.7253,8.8778,15223.09,73.7370,1305.91,20.7257,4.8942,1.5584,57.553,1.5709,38.632,14.9926
,4 Jul 17,1.1353,128.57,1.9558,26.132,7.4367,,3.9917,0.87805,308.30,,,4.2426,4.5884,9.6735,,1.0954,N/A,9.4850,7.4165,67.3400,4.0377,1.4922,3.7503,1.4730,7.7220,8.8646,15174.42,73.4970,1307.61,20.6761,4.8790,1.5594,57.343,1.5701,38.617,15.0182
,5 Jul 17,1.1329,128.64,1.9558,26.109,7.4369,,3.9872,0.87735,308.16,,,4.2463,4.5881,9.6243,,1.0950,N/A,9.4965,7.4143,67.8200,4.0611,1.4916,3.7545,1.4682,7.7060,8.8442,15159.27,73.4075,1307.79,20.7053,4.8697,1.5575,57.419,1.5672,38.570,15.1267
,6 Jul 17,1.1385,129.01,1.9558,26.147,7.4369,,4.0258,0.88013,309.37,,,4.2478,4.5933,9.6310,,1.0975,N/A,9.5298,7.4055,68.4881,4.1367,1.5008,3.7639,1.4728,7.7443,8.8918,15242.24,73.7325,1317.44,20.9250,4.8938,1.5697,57.733,1.5749,38.800,15.3470
,7 Jul 17,1.1412,129.80,1.9558,26.079,7.4371,,4.0273,0.88488,308.38,,,4.2322,4.5862,9.6155,,1.0983,N/A,9.5613,7.4153,68.9193,4.1465,1.5006,3.7587,1.4806,7.7590,8.9140,15300.60,73.6955,1318.10,20.7488,4.9054,1.5669,57.786,1.5761,38.892,15.2646
,10 Jul 17,1.1387,129.98,1.9558,26.096,7.4366,,4.0397,0.88443,307.99,,,4.2340,4.5698,9.6175,,1.1007,N/A,9.5165,7.4043,68.8648,4.1122,1.4999,3.7292,1.4703,7.7484,8.8973,15257.44,73.4405,1309.36,20.4881,4.8900,1.5663,57.930,1.5783,38.852,15.2130
,11 Jul 17,1.1405,130.36,1.9558,26.124,7.4365,,4.0770,0.88318,308.13,,,4.2460,4.5685,9.6390,,1.1040,N/A,9.5120,7.4110,69.3300,4.1431,1.4988,3.7258,1.4718,7.7577,8.9084,15272.44,73.6650,1312.25,20.5460,4.9013,1.5788,57.813,1.5783,38.891,15.4595
,12 Jul 17,1.1449,130.02,1.9558,26.110,7.4369,,4.0680,0.88925,307.33,,,4.2444,4.5675,9.6350,,1.1027,N/A,9.4688,7.4090,69.3499,4.1182,1.4966,3.6997,1.4808,7.7716,8.9429,15307.31,73.8865,1311.87,20.4629,4.9210,1.5827,57.949,1.5815,38.967,15.3359
,13 Jul 17,1.1417,129.17,1.9558,26.120,7.4367,,4.0430,0.88215,307.27,,,4.2332,4.5635,9.5430,,1.1011,N/A,9.4518,7.4050,68.4750,4.0763,1.4770,3.6733,1.4564,7.7443,8.9167,15238.84,73.5825,1298.70,20.3212,4.9093,1.5578,57.720,1.5722,38.761,15.0961
,14 Jul 17,1.1415,129.10,1.9558,26.075,7.4365,,4.0598,0.87983,306.51,,,4.2172,4.5627,9.5333,,1.1051,N/A,9.3843,7.4080,67.9547,4.0663,1.4710,3.6599,1.4524,7.7419,8.9132,15225.90,73.4950,1295.10,20.1393,4.8999,1.5625,57.772,1.5684,38.645,15.0313
,17 Jul 17,1.1462,128.86,1.9558,26.090,7.4365,,4.0675,0.87770,306.05,,,4.2080,4.5598,9.5410,,1.1012,N/A,9.3558,7.4123,67.9260,4.0511,1.4637,3.6437,1.4502,7.7591,8.9460,15275.98,73.7525,1292.35,20.1200,4.9143,1.5624,58.087,1.5672,38.581,14.8418
,18 Jul 17,1.1555,129.46,1.9558,26.080,7.4371,,4.1244,0.88780,306.20,,,4.2029,4.5600,9.5658,,1.1025,N/A,9.3065,7.4138,68.1676,4.0750,1.4565,3.6623,1.4548,7.8001,9.0176,15368.15,74.3370,1298.89,20.2288,4.9513,1.5713,58.597,1.5793,38.831,14.9464
,19 Jul 17,1.1533,129.03,1.9558,26.035,7.4369,,4.1279,0.88485,306.42,,,4.2127,4.5670,9.5598,,1.0994,N/A,9.3018,7.4143,68.0915,4.0576,1.4532,3.6432,1.4540,7.7889,9.0059,15359.65,74.1515,1294.27,20.1750,4.9436,1.5640,58.633,1.5773,38.751,14.8896
,20 Jul 17,1.1485,128.92,1.9558,26.040,7.4367,,4.1033,0.88718,305.77,,,4.2100,4.5655,9.5678,,1.1039,N/A,9.3000,7.4103,67.8540,4.0652,1.4510,3.6166,1.4487,7.7760,8.9700,15314.67,74.0100,1291.52,20.2035,4.9288,1.5631,58.428,1.5738,38.653,14.9020
,21 Jul 17,1.1642,129.72,1.9558,26.017,7.4368,,4.1483,0.89610,305.37,,,4.2364,4.5703,9.6193,,1.1051,N/A,9.3315,7.4110,68.6175,4.1138,1.4699,3.6225,1.4664,7.8798,9.0902,15498.41,74.9045,1302.31,20.3761,4.9869,1.5650,59.026,1.5872,38.942,15.0579
,24 Jul 17,1.1648,129.09,1.9558,26.024,7.4361,,4.1811,0.89350,305.15,,,4.2408,4.5638,9.5883,,1.1020,N/A,9.3525,7.4098,69.8567,4.1378,1.4661,3.6543,1.4584,7.8622,9.0931,15516.30,75.0105,1299.12,20.5982,4.9848,1.5657,59.001,1.5859,38.893,15.0916
,25 Jul 17,1.1694,130.28,1.9558,26.013,7.4361,,4.1677,0.89395,305.49,,,4.2571,4.5635,9.5545,,1.1063,N/A,9.3035,7.4128,69.9831,4.1647,1.4693,3.6755,1.4608,7.8949,9.1310,15574.07,75.2920,1305.86,20.7211,5.0074,1.5712,59.189,1.5900,39.093,15.2161
,26 Jul 17,1.1644,130.26,1.9558,26.047,7.4368,,4.1569,0.89275,305.57,,,4.2613,4.5632,9.5705,,1.1152,N/A,9.2893,7.4128,69.7050,4.1406,1.4717,3.6806,1.4576,7.8646,9.0959,15507.48,74.9375,1303.91,20.6644,4.9889,1.5678,58.948,1.5850,38.996,15.1998
,27 Jul 17,1.1694,130.32,1.9558,26.045,7.4362,,4.1604,0.88978,304.75,,,4.2541,4.5650,9.5820,,1.1232,N/A,9.2978,7.4148,69.6779,4.1303,1.4617,3.6836,1.4603,7.8811,9.1330,15576.40,75.0230,1303.38,20.6146,5.0033,1.5553,59.104,1.5890,38.953,15.1600
,28 Jul 17,1.1729,130.37,1.9558,26.048,7.4364,,4.1765,0.89568,304.93,,,4.2493,4.5580,9.5355,,1.1357,N/A,9.3195,7.4120,69.8319,4.1462,1.4732,3.7015,1.4712,7.9087,9.1613,15639.45,75.2555,1317.62,20.8089,5.0229,1.5694,59.207,1.5947,39.146,15.2811
,31 Jul 17,1.1727,129.70,1.9558,26.079,7.4364,,4.1771,0.89420,304.62,,,4.2493,4.5590,9.5423,,1.1359,N/A,9.3050,7.4110,70.4643,4.1314,1.4713,3.6764,1.4625,7.8896,9.1598,15625.05,75.2708,1315.97,20.8620,5.0209,1.5672,59.197,1.5918,39.051,15.3716
,1 Aug 17,1.1812,130.53,1.9558,26.132,7.4369,,4.2141,0.89440,303.60,,,4.2563,4.5596,9.5563,,1.1414,N/A,9.3343,7.4090,71.1750,4.1602,1.4813,3.6880,1.4737,7.9371,9.2284,15738.31,75.7145,1325.50,21.0023,5.0620,1.5813,59.508,1.6042,39.322,15.6922
,2 Aug 17,1.1829,130.98,1.9558,26.128,7.4384,,4.2334,0.89425,303.86,,,4.2540,4.5593,9.5918,,1.1459,N/A,9.3505,7.4063,71.8059,4.1786,1.4847,3.6995,1.4841,7.9559,9.2461,15752.68,75.3272,1329.43,21.1874,5.0693,1.5927,59.521,1.6064,39.355,15.7101
,3 Aug 17,1.1860,130.91,1.9558,25.965,7.4381,,4.2501,0.90318,303.74,,,4.2526,4.5655,9.6093,,1.1501,N/A,9.3768,7.4063,71.6789,4.1992,1.4943,3.7017,1.4951,7.9726,9.2724,15804.04,75.5210,1336.54,21.1435,5.0780,1.5986,59.625,1.6130,39.429,15.7628
,4 Aug 17,1.1868,130.67,1.9558,26.068,7.4388,,4.2939,0.90280,304.36,,,4.2410,4.5635,9.6053,,1.1494,N/A,9.3618,7.4070,71.4691,4.1903,1.4888,3.6911,1.4920,7.9757,9.2782,15791.56,75.5035,1334.12,21.1344,5.0777,1.5928,59.588,1.6097,39.455,15.8267
,7 Aug 17,1.1797,130.78,1.9558,26.116,7.4384,,4.2727,0.90435,303.80,,,4.2518,4.5640,9.6175,,1.1480,N/A,9.3800,7.4035,70.8515,4.1662,1.4909,3.6878,1.4959,7.9281,9.2289,15714.78,75.3005,1332.55,21.1536,5.0532,1.6033,59.526,1.6083,39.302,15.7661
,8 Aug 17,1.1814,130.31,1.9558,26.150,7.4386,,4.2566,0.90678,304.49,,,4.2554,4.5638,9.5980,,1.1478,N/A,9.3225,7.4005,70.8912,4.1686,1.4882,3.6918,1.4959,7.9163,9.2424,15727.98,75.1865,1329.82,21.1534,5.0629,1.6036,59.632,1.6072,39.276,15.5533
,9 Aug 17,1.1731,128.74,1.9558,26.160,7.4392,,4.2207,0.90338,304.60,,,4.2670,4.5691,9.6210,,1.1293,N/A,9.3398,7.4028,70.3937,4.1518,1.4879,3.6793,1.4875,7.8316,9.1692,15640.36,74.9140,1335.79,21.0650,5.0314,1.6011,59.437,1.5988,39.006,15.8151
,10 Aug 17,1.1732,128.76,1.9558,26.157,7.4381,,4.2182,0.90303,305.37,,,4.2717,4.5743,9.5680,,1.1341,N/A,9.3355,7.4008,70.2875,4.1462,1.4888,3.7024,1.4923,7.8068,9.1680,15670.45,75.2080,1341.21,21.0547,5.0348,1.6142,59.567,1.6000,39.021,15.6740
,11 Aug 17,1.1765,128.41,1.9558,26.155,7.4370,,4.2171,0.90645,305.41,,,4.2888,4.5778,9.6083,,1.1320,N/A,9.3975,7.3982,70.6275,4.1765,1.4962,3.7378,1.4956,7.8414,9.1992,15722.96,75.4960,1346.47,21.1711,5.0531,1.6149,60.033,1.6052,39.107,15.8741
,14 Aug 17,1.1797,129.28,1.9558,26.118,7.4366,,4.2274,0.90935,304.40,,,4.2816,4.5716,9.5665,,1.1422,N/A,9.3478,7.3945,70.3960,4.1568,1.4986,3.7517,1.4975,7.8713,9.2266,15754.70,75.6390,1344.45,20.9475,5.0650,1.6167,60.358,1.6063,39.237,15.6561
,15 Aug 17,1.1744,129.67,1.9558,26.142,7.4371,,4.2155,0.91145,304.15,,,4.2791,4.5725,9.4835,,1.1417,N/A,9.3538,7.3933,70.4414,4.1457,1.4980,3.7540,1.4960,7.8488,9.1874,15694.68,75.3025,1336.43,20.9441,5.0452,1.6121,60.359,1.6042,39.090,15.6499
,16 Aug 17,1.1710,129.79,1.9558,26.044,7.4367,,4.2479,0.90993,304.05,,,4.2749,4.5821,9.4820,,1.1406,N/A,9.3115,7.3935,69.6423,4.1319,1.4903,3.7129,1.4908,7.8393,9.1597,15656.22,75.1665,1334.97,20.8174,5.0335,1.6151,60.146,1.6022,38.971,15.4975
,17 Aug 17,1.1697,128.81,1.9558,26.012,7.4354,,4.2425,0.90895,304.05,,,4.2575,4.5848,9.5088,,1.1311,N/A,9.3243,7.4042,69.4730,4.1197,1.4756,3.6986,1.4767,7.8110,9.1517,15620.17,75.0595,1331.95,20.7198,5.0244,1.6013,60.048,1.5978,38.893,15.4425
,18 Aug 17,1.1740,128.02,1.9558,26.108,7.4363,,4.2535,0.91188,303.56,,,4.2807,4.5900,9.5370,,1.1287,N/A,9.3183,7.4020,69.7304,4.1376,1.4830,3.7185,1.4859,7.8332,9.1831,15689.33,75.3065,1339.99,20.9958,5.0412,1.6035,60.531,1.6014,38.989,15.5257
,21 Aug 17,1.1761,128.17,1.9558,26.086,7.4373,,4.2598,0.91318,303.43,,,4.2738,4.5849,9.5173,,1.1362,N/A,9.2903,7.4053,69.4996,4.1243,1.4831,3.7042,1.4815,7.8462,9.2015,15703.29,75.4385,1339.54,20.8321,5.0449,1.6072,60.474,1.6024,39.111,15.5304
